Title,Image,Nickname,Label,Keywords,Keywords1,Keywords2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,accessibilityratingcaption,View,View11,Text,Text1,Text2,Text3,Text4
I wore this to a 4th of July class reunion. It was perfect for the event and for the weather!,https://r-ap.rtrcdn.com/reviewimages/ac4/1311331-largeThumb.jpg,Kiara,TOP CONTRIBUTOR,Size worn: 10R,Overall fit: True to Size,Rented for: Everyday,6,"5' 0""",51,Body type: ,PETITE,,,,(5 out of 5 stars),"JULY 12, 2019","Great material, flattering sleeves, easy to dress up with a few accessories.",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Fun everyday dress,https://r-ap.rtrcdn.com/reviewimages/bd2/1288536-largeThumb.jpg,Maya,TOP CONTRIBUTOR,Size worn: 10R,Rented for: Everyday,"Usually wears: 6Height: 5' 9""Age: 31Bust size: 32BBody type: AthleticWeight: 145lbs",6,"5' 9""",31,Bust size: ,32B,Body type: ,ATHLETIC,145LBS,(5 out of 5 stars),"JUNE 10, 2019",Felt very comfortable in it and it's flattering. ,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Not for the long waisted or tall,https://r-ap.rtrcdn.com/reviewimages/ccd/1274855-largeThumb.jpg,Audrey,TOP CONTRIBUTOR,Size worn: 10R,Rented for: Everyday,"Usually wears: 8Height: 5' 10""Age: 32Bust size: 30DDD/EBody type: PearWeight: 160lbs",8,"5' 10""",32,Bust size: ,30DDD/E,Body type: ,PEAR,160LBS,(4 out of 5 stars),"MAY 22, 2019",I'm 5'10 so the pockets hit me right at the widest part of my hips making me look wider. I'd prefer no pockets and a firmer fabric. This is VERY stretchy. This would look fantastic on someone hourglass and about 5'6. ,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Lovely Dress!,https://r-ap.rtrcdn.com/reviewimages/c25/1268150-largeThumb.jpg,Olivia ,TOP CONTRIBUTOR,Size worn: 14R,Overall fit: True to Size,Rented for: Other,12,"5' 4""",30,Body type: ,FULL BUST,Weight: ,150LBS,,(5 out of 5 stars),"MAY 13, 2019","Super cute and comfy dress! Wore it to my brothers graduation, and was super comfy all day. The buttons and sleeves are a fun added touch, as was the tie in the back. The material was a bit heavy so it would be hot on a hot day! Highly recommend!",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Cute weekend dress,https://r-ap.rtrcdn.com/reviewimages/be5/1255117-largeThumb.jpg,Helen,TOP CONTRIBUTOR,Size worn: 8R,Rented for: Everyday,Usually wears: 6Age: 37,6,37,,,,,,,(4 out of 5 stars),"APRIL 27, 2019",Really cool easy to wear denim dress. The tie lets you wear it as tight or loose as you want. Sleeves are more puffy than they look!,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Luxe denim dress!,https://r-ap.rtrcdn.com/reviewimages/a80/1253932-largeThumb.jpg,RTR Customer,TOP CONTRIBUTOR,Size worn: 6R,Overall fit: True to Size,Rented for: Everyday,2,"5' 2""",38,Bust size: ,34C,Body type: ,ATHLETIC,125LBS,(5 out of 5 stars),"APRIL 25, 2019","This dress's fabric has such a beautiful hand and weight to it.  I wore a UK6 which was slightly roomy but I love an oversized fit.  The tie at the waist is actually super flattering through both the waist and chest, I feel.  I love the finish on the buttons as well.  An overall lovely dress for work or daytime on the weekends!",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Great dress. Modest fit. ,,Rtr member,TOP CONTRIBUTOR,Size worn: 8R,Overall fit: True to Size,Rented for: Everyday,2,"5' 2""",0,Bust size: ,34C,Body type: ,HOURGLASS,140LBS,(5 out of 5 stars),"MAY 2, 2022","It was a modest dress. It's not usually my style, however can be perfect for errands and daytime look. I will rent again. ",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Great dress,,Julianne,,Size worn: 12R,Overall fit: True to Size,Rented for: Everyday,10,"5' 8""",34,,,,,,(5 out of 5 stars),"AUGUST 4, 2021",Great shape for postpartum body,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Perfect travel dress,,Mary,TOP CONTRIBUTOR,Size worn: 6R,Rented for: Vacation,"Usually wears: 2Height: 5' 2""Age: 29Bust size: 32ABody type: AthleticWeight: 118lbs",2,"5' 2""",29,Bust size: ,32A,Body type: ,ATHLETIC,118LBS,(5 out of 5 stars),"FEBRUARY 29, 2020","I wore this half-buttoned over a pair of periwinkle blue wife legged jeans to travel in. It's the perfect travel dress in that it's comfy, stylish, and warm for the plane. Plus it took me from cold to hot climates and fit in both places. ",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
If you want to be a stylish school teacher...,,Jenelle,TOP CONTRIBUTOR,Size worn: 12R,Rented for: Work,"Usually wears: 6Height: 5' 2""Age: 33Bust size: 36CBody type: Full Bust",6,"5' 2""",33,Bust size: ,36C,Body type: ,FULL BUST,,(5 out of 5 stars),"NOVEMBER 7, 2019","This dress has it all! Super comfortable, soft material, great color, stylish, and of course pockets! I wore this to a daytime work event where I had to run around all day and this dress allowed me to be everywhere and hold everything all while looking poised and put together. Loved it!",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Very cute even though sizing was off,,Elisabeth,TOP CONTRIBUTOR,Size worn: 16R,Rented for: Work,"Usually wears: 12Height: 5' 8""Age: 27Bust size: 38DBody type: Hourglass",12,"5' 8""",27,Bust size: ,38D,Body type: ,HOURGLASS,,(4 out of 5 stars),"SEPTEMBER 27, 2019","This is a great work dress! It is flattering and very comfortable. The sleeves are aggressive but I liked them. My only complaint is sizing. I found that the top part ran TTS but the waist ran large. Not a huge deal because there is a tie, but I definitely had a lot of room in the waist, which made it slightly bulky. Could not have sized down, though, because the top fit perfectly. ",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Try it! ,,RTR Customer,TOP CONTRIBUTOR,Size worn: 16R,Rented for: Everyday,"Usually wears: 12Height: 5' 8""Age: 49Body type: Hourglass",12,"5' 8""",49,Body type: ,HOURGLASS,,,,(4 out of 5 stars),"JULY 8, 2019",Not your typical casual dress. It's thick but not as much as a heavy denim. Would be fine in all but the hottest summer climates. Looks great on and is tailored well. Lots of options for accessories given the denim look. Enjoyed wearing it. ,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Soft material easy to wear dress,,Cheryl,TOP CONTRIBUTOR,Size worn: 12R,Rented for: Formal Affair,"Usually wears: 8Height: 5' 7""Age: 36Bust size: 32DDBody type: HourglassWeight: 139lbs",8,"5' 7""",36,Bust size: ,32DD,Body type: ,HOURGLASS,139LBS,(5 out of 5 stars),"JUNE 21, 2019","Easy casual dress to wear on the weekend, comfortable material and didnt want to take it off.",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Genuine denim,,RTR Customer,TOP CONTRIBUTOR,Size worn: 10R,Rented for: Everyday,"Usually wears: 6Height: 5' 10""Age: 39Bust size: 34DDBody type: AthleticWeight: 145lbs",6,"5' 10""",39,Bust size: ,34DD,Body type: ,ATHLETIC,145LBS,(5 out of 5 stars),"JUNE 20, 2019","Thick, heavy denim- very beautiful. No stretch at all, arm hole are a bit small in my option- so if you have strong muscular arms just know that.",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Very flattering for hourglass figure.,,Anne,TOP CONTRIBUTOR,Size worn: 10R,Overall fit: True to Size,Rented for: Everyday,4,"5' 5""",61,Bust size: ,32F,Body type: ,HOURGLASS,134LBS,(5 out of 5 stars),"JUNE 14, 2019","Heavy material- maybe a bit to warm for humid summer day.  Very flattering cut for hourglass figures- the side ties really help with the fit.  Interesting darts on the sleeves add subtle detail to a very plain, 1950's style dress.  Much nicer than I expected!",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
I got so many compliments!,,Ana,TOP CONTRIBUTOR,Size worn: 12R,Overall fit: True to Size,Rented for: Work,6,"5' 8""",33,Weight: ,143LBS,,,,(4 out of 5 stars),"JUNE 11, 2019",It's very comfortable,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Nice weekend dress,,Alicia,TOP CONTRIBUTOR,Size worn: 8R,Overall fit: True to Size,Rented for: Everyday,10,"5' 8""",33,Bust size: ,34C,Body type: ,HOURGLASS,145LBS,(4 out of 5 stars),"MAY 28, 2019","It is cute, but the fabric is a little heavy. The fit is tts. ",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Classy Retro Dress ,,Anupa,TOP CONTRIBUTOR,Size worn: 6R,Rented for: Work,"Usually wears: 8Height: 5' 4""Age: 40Bust size: 34CBody type: PetiteWeight: 155lbs",8,"5' 4""",40,Bust size: ,34C,Body type: ,PETITE,155LBS,(5 out of 5 stars),"MAY 28, 2019",Wasn't sure if I liked the dress when I first saw it on the hanger. I decided to give it a shot and found the dress looked great. I got a ton of compliments at work and at drinks after. I styled it with vintage white pumps and red lipstick. I think I could have sized down... the sleeves were a bit big and I wrapped the sash around my waist instead of just tying a bow. Would rent it again!,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Cute but you need a waste and a big head to carry this off.  ,,Kara,TOP CONTRIBUTOR,Size worn: 10R,Overall fit: True to Size,Rented for: Everyday,8,"5' 4""",40,Bust size: ,34D,Body type: ,PEAR,150LBS,(4 out of 5 stars),"MAY 19, 2019","I loved this dress but kind of looks boxy unless you have a small waist.  I kind of have a boy body right now.  Also the shoulders are bold, which is also awesome but not if you have a tiny head like I do.  I looked a little kooky.",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Classic & easy to wear,,Meg,TOP CONTRIBUTOR,Size worn: 8R,Overall fit: True to Size,Rented for: Work,0,"5' 6""",32,Bust size: ,34B,Body type: ,ATHLETIC,120LBS,(5 out of 5 stars),"MAY 11, 2019",Got a lot of compliments on this one. The fabric is heavy; dress is very well made. ,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Retro vibes that got a lot of compliments,,Melissa,TOP CONTRIBUTOR,Size worn: 4R,Overall fit: True to Size,Rented for: Work,6,"5' 3""",46,Bust size: ,32A,Body type: ,ATHLETIC,135LBS,(4 out of 5 stars),"MAY 10, 2019","Cute dress. Total retro, modest vibes. Fit great. Loved the sleeves.",Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
So cute!,,Hyatt,TOP CONTRIBUTOR,Size worn: 6R,Rented for: Work,"Usually wears: 4Height: 5' 4""Age: 33Bust size: 34BBody type: HourglassWeight: 130lbs",4,"5' 4""",33,Bust size: ,34B,Body type: ,HOURGLASS,130LBS,(5 out of 5 stars),"APRIL 25, 2019",Lots of compliments on this dress perfect for spring ,Perseverance London,Denim Tie Back Dress,$445 original retail,$65,"Blue denim (100% Cotton). Hourglass. Short sleeves. V-neckline. Front button closure. Side pockets. 45"" from shoulder to hemline. Imported."
Fun and flirty!,https://r-ap.rtrcdn.com/reviewimages/428/1657800-largeThumb.jpg,Molly,,Size worn: S,Overall fit: True to Size,Rented for: Date,6,"5' 3""",35,Bust size: ,34C,Body type: ,PETITE,138LBS,(5 out of 5 stars),"MARCH 3, 2022",Loved this dress! I thought it was pretty short (I'm only 5'3 and it still felt short) but I enjoyed the dress for date night.,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
The colors were gorgeous and the fit was amazing. ,https://r-ap.rtrcdn.com/reviewimages/f20/1558262-largeThumb.jpg,Amy michele,TOP CONTRIBUTOR,Size worn: XS,Overall fit: True to Size,Rented for: Vacation,4,"5' 5""",47,Body type: ,HOURGLASS,Weight: ,118LBS,,(5 out of 5 stars),"JULY 9, 2021",Beautiful colors and fit perfectly. ,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Great quality and such a fun print! ,https://r-ap.rtrcdn.com/reviewimages/957/1541422-largeThumb.jpg,RTR Customer,TOP CONTRIBUTOR,Size worn: XS,Overall fit: True to Size,Rented for: Formal Affair,4,"5' 1""",24,Bust size: ,34C,Body type: ,PETITE,130LBS,(4 out of 5 stars),"MAY 31, 2021","This dress is very short, but fits like a dream. Super fun and unique print!",MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Received compliments on this dress all night!!,https://r-ap.rtrcdn.com/reviewimages/71d/1524714-largeThumb.jpg,Frances,,Size worn: M,Overall fit: Small,Rented for: Party,10,"5' 7""",27,,,,,,(5 out of 5 stars),"APRIL 13, 2021",A little short and a little tight around the stomach area but overall a good fit and SO cute!! Perfect for a party!,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Loved it!,https://r-ap.rtrcdn.com/reviewimages/9f3/1520187-largeThumb.jpg,Ashley-anna,TOP CONTRIBUTOR,Size worn: XS,Overall fit: True to Size,Rented for: Everyday,2,"5' 5""",24,Bust size: ,32B,Body type: ,ATHLETIC,125LBS,(5 out of 5 stars),"MARCH 22, 2021","So cute, but I didn't end up wearing bc it's too cold where I live at the moment. Will def rent it when it warms up a little more! ",MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
"Enjoyed wearing this dress so much, I couldn't get enough of it. ",https://r-ap.rtrcdn.com/reviewimages/38b/1511954-largeThumb.jpg,Livia,TOP CONTRIBUTOR,Size worn: S,Rented for: Vacation,"Usually wears: 4Height: 5' 8""Age: 39Bust size: 32CBody type: AthleticWeight: 125lbs",4,"5' 8""",39,Bust size: ,32C,Body type: ,ATHLETIC,125LBS,(5 out of 5 stars),"JANUARY 18, 2021","I loved the colors and the pattern. The fabric was heavy and felt luxurious. It's very short, at least it was for me, thus the very cropped pic :)
I enjoyed wearing it very much. ",MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Pretty dress,https://r-ap.rtrcdn.com/reviewimages/49b/1479008-largeThumb.jpg,Chloe,TOP CONTRIBUTOR,Size worn: XS,Rented for: Other,"Usually wears: 2Height: 5' 2""Age: 21Bust size: 34ABody type: PetiteWeight: 112lbs",2,"5' 2""",21,Bust size: ,34A,Body type: ,PETITE,112LBS,(5 out of 5 stars),"AUGUST 11, 2020",Such a great quality and fun dress. Loved it!,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Great dress and brand! ,https://r-ap.rtrcdn.com/reviewimages/6fb/1468527-largeThumb.jpg,Abby,,Size worn: XS,Rented for: Party,"Usually wears: 0Height: 5' 3""Age: 30Bust size: 32DBody type: PetiteWeight: 115lbs",0,"5' 3""",30,Bust size: ,32D,Body type: ,PETITE,115LBS,(5 out of 5 stars),"JUNE 13, 2020",Colors were great for summer/ spring. Very flattering and true to size. It is short but still very classy since the brand is high quality. Received tons of compliments! ,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
SO pretty!,https://r-ap.rtrcdn.com/reviewimages/0a8/1461183-largeThumb.jpg,Maria,TOP CONTRIBUTOR,Size worn: XS,Overall fit: True to Size,Rented for: Everyday,0,"4' 11""",42,Bust size: ,32C,Body type: ,PETITE,,(5 out of 5 stars),"APRIL 10, 2020",I loved this dress! It fit perfectly. The only issue is that the sleeves were a little long on me.,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Pretty dress. Runs too big though ,,Casey,TOP CONTRIBUTOR,Size worn: NONE,Overall fit: Large,Rented for: Everyday,0,"5' 3""",22,Bust size: ,32B,Body type: ,PETITE,107LBS,(3 out of 5 stars),"JANUARY 11, 2022",,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Pretty but HUGE in the chest ,,Paige,TOP CONTRIBUTOR,Size worn: XS,Overall fit: Large,"Usually wears: 0Height: 5' 1""Age: 30Bust size: 34BBody type: Straight & narrowWeight: 110lbs",0,"5' 1""",30,Bust size: ,34B,Body type: ,STRAIGHT & NARROW,110LBS,(3 out of 5 stars),"AUGUST 23, 2021",Pretty dress and color but HUGE in the chest. Spent the whole night pulling it up ,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Looked sort of sloppy on me,,Julie,TOP CONTRIBUTOR,Size worn: M,Overall fit: True to Size,Rented for: Party,8,"5' 2""",39,,,,,,(3 out of 5 stars),"MAY 4, 2021","long sleeves, too short skirt even on someone 5'2"", didn't love the elastic waist.  Not flattering",MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Short,,Katie,TOP CONTRIBUTOR,Size worn: M,Rented for: Everyday,"Usually wears: 8Height: 5' 5""Age: 30Bust size: 30CBody type: HourglassWeight: 152lbs",8,"5' 5""",30,Bust size: ,30C,Body type: ,HOURGLASS,152LBS,(2 out of 5 stars),"SEPTEMBER 20, 2020",Runs short,MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Ran large ,,Kat,TOP CONTRIBUTOR,Size worn: NONE,Rented for: Everyday,"Usually wears: 8Height: 5' 7""Age: 2Bust size: 36BBody type: AthleticWeight: 145lbs",8,"5' 7""",2,Bust size: ,36B,Body type: ,ATHLETIC,145LBS,(2 out of 5 stars),"AUGUST 29, 2020","I sized up as most Misa dresses are on the shorter/smaller size but this was overall just super roomy and unwearable. I would definitely reorder in a different size, it was super cute! ",MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Love! So classy and stylish!,,Dana,TOP CONTRIBUTOR,Size worn: S,Rented for: Date,"Usually wears: 4Height: 5' 6""Age: 42Bust size: 32DBody type: AthleticWeight: 120lbs",4,"5' 6""",42,Bust size: ,32D,Body type: ,ATHLETIC,120LBS,(5 out of 5 stars),"JULY 20, 2020","Wore on a ""date"" with my girlfriends, compliments galore. So chic and comfortable, fit was great and I loved the color. Rent this one!",MISA Los Angeles,Amalya Dress,$317 original retail,$30 – $44,"Green floral printed crepe (100% Polyester). Blouson. Long sleeves. V-neckline. Elastic waistband. Fully lined. 33"" from shoulder to hemline. Made in the USA."
Perfect for early spring,https://r-ap.rtrcdn.com/reviewimages/fd0/1670771-largeThumb.jpg,Suzanne,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,"Usually wears: 4Height: 5' 4""Age: 29Bust size: 34BBody type: AthleticWeight: 145lbs",4,"5' 4""",29,Bust size: ,34B,Body type: ,ATHLETIC,145LBS,(5 out of 5 stars),"APRIL 2, 2022",I wore this for my future sister in laws bridal shower in early March. It was perfect for a cool day!,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Love this dress for in- between seasons. ,https://r-ap.rtrcdn.com/reviewimages/c57/1667138-largeThumb.jpg,Lara,TOP CONTRIBUTOR,Size worn: 6,Overall fit: True to Size,Rented for: Other,6,"5' 8""",43,Bust size: ,32B,Body type: ,ATHLETIC,140LBS,(4 out of 5 stars),"MARCH 25, 2022",Love this dress for in- between seasons. The length was good and the overall fit was nice: blousy but still attractive. I wore it for church- but it could go to a number of events!,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Cute for photos. Itchy arms. ,https://r-ap.rtrcdn.com/reviewimages/a46/1638103-largeThumb.jpg,Stacie,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Party,4,"5' 4""",51,Body type: ,HOURGLASS,,,,(3 out of 5 stars),"JANUARY 6, 2022",This was cute but not super flattering. Short for me. The arms itched m pretty quickly. Might not bother everyone. ,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Was thinking of wearing this to a rehearsal dinner.  ,https://r-ap.rtrcdn.com/reviewimages/02b/1601474-largeThumb.jpg,Laura,TOP CONTRIBUTOR,Size worn: None,Overall fit: True to Size,Rented for: Wedding,2,"5' 0""",41,Bust size: ,32B,Body type: ,PETITE,100LBS,(3 out of 5 stars),"OCTOBER 14, 2021","Super cute and fit well, it just ended up being too matronly for the event I was going to. ",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Easy and cute ,https://r-ap.rtrcdn.com/reviewimages/dca/1601283-largeThumb.jpg,Alicia,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,"Usually wears: 0Height: 5' 4""Age: 36Bust size: 32BBody type: Straight & narrowWeight: 115lbs",0,"5' 4""",36,Bust size: ,32B,Body type: ,STRAIGHT & NARROW,115LBS,(5 out of 5 stars),"OCTOBER 14, 2021",,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
Loved this dress!!!!!,https://r-ap.rtrcdn.com/reviewimages/662/1557506-largeThumb.jpg,Lynn,TOP CONTRIBUTOR,Size worn: 6,Overall fit: True to Size,Rented for: Party,6,"5' 6""",58,Bust size: ,36A,Body type: ,ATHLETIC,140LBS,(5 out of 5 stars),"JULY 7, 2021","This dress was perfect for my daughters college graduation!! I received so many compliments, and it was very comfortable! I will definitely rent this piece again!",SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
A Touch of Sparkle,https://r-ap.rtrcdn.com/reviewimages/804/1504114-largeThumb.jpg,Melissa,TOP CONTRIBUTOR,Size worn: 6,Rented for: Date,"Usually wears: 6Height: 5' 5""Age: 43Bust size: 34CBody type: Straight & narrowWeight: 140lbs",6,"5' 5""",43,Bust size: ,34C,Body type: ,STRAIGHT & NARROW,140LBS,(5 out of 5 stars),"NOVEMBER 28, 2020",Perfect for any body type. This dress was cute and comfortable. Great for day or night. I wore this to high tea. ,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
bump friendly! ,https://r-ap.rtrcdn.com/reviewimages/fdf/1503655-largeThumb.jpg,Sara,TOP CONTRIBUTOR,Size worn: 12,Rented for: Wedding,"Usually wears: 8Height: 5' 5""Age: 30Body type: Apple",8,"5' 5""",30,Body type: ,APPLE,,,,(4 out of 5 stars),"NOVEMBER 25, 2020",Wore this to a wedding while 20+ weeks pregnant and was very comfortable. ,SALONI,Navy Dot Tilly Ruffle Dress,$495 original retail,$53 – $68,"Blue printed silk georgette (100% Silk). Shift. Long sleeves. Shirt collar neckline. Front button closure. Fully lined. 32.5"" from shoulder to hemline. Imported."
